name,release_year,image,platforms
The King of Fighters: Maximum Impact,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2204855-box_kofmi.png,"['PlayStation 2', 'Xbox', 'PlayStation Network (PS3)']"
The Rocky Horror Show,1985,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7900/383471-938702_20080729_screen008.jpg,"['Amstrad CPC', 'Commodore 64', 'ZX Spectrum', 'Commodore 128']"
X-COM: UFO Defense,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/117587/2370096-xcombox.jpg,"['Amiga', 'PlayStation', 'Amiga CD32', 'PC']"
Carnival,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/5768/812031-carnival.jpg,"['Atari 2600', 'ColecoVision', 'Intellivision', 'Arcade']"
The Adventures of Jimmy Neutron: Boy Genius - Attack of the Twonkies,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/3014407-box_taojnbgaott.png,"['Game Boy Advance', 'PlayStation 2', 'GameCube']"
Asterix and Obelix Take on Caesar,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/5589/863645-asterix_and_obelix_cover.jpg,"['PlayStation', 'Game Boy Color', 'PC']"
Pursuit Force,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2154880-box_pforce.png,"['PlayStation Portable', 'PlayStation Network (PSP)']"
Celtic Legends,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/101958/2297620-celt.png,"['Amiga', 'Atari ST', 'PC']"
Tiny Toon Adventures: The Great Beanstalk,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2280533-box_ttatgb.png,['PlayStation']
Battlecorps,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/3003496-box_bc.png,['Sega CD']
Beyond Oasis,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2369737-genesis_beyondoasis.jpg,"['Genesis', 'Wii Shop', 'PC', 'iPhone', 'iPad', 'Android']"
The Outforce,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/12139/2334010-theoutforce.png,['PC']
Fantastic Fossils,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
USA Racer,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/840126-924873_59643_front.jpg,"['PlayStation 2', 'PlayStation', 'PC']"
Dodonpachi Dai-Ou-Jou,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2291729-box_ddpdoj.png,"['PlayStation 2', 'Arcade', 'iPhone']"
Sid Meier's Civilization II,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/20248/680940-civilization_2.png,"['Mac', 'PlayStation', 'N-Gage', 'PC']"
Holotz's Castle,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7900/330018-579453_20841_front.jpg,['PC']
Giddy 3: The Retro Eggsperience,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2912603-5304069597-hqdef.jpg,"['Mac', 'PC', 'Android']"
Spellcasting 301: Spring Break,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/721259-s301.jpg,['PC']
Fire Emblem: Path of Radiance,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2103130-box_fepor.png,['GameCube']
Yu-Gi-Oh! Forbidden Memories,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2210229-box_ygofm.png,['PlayStation']
Star Trek: Klingon,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/34651/1211355-0kling.jpg,"['Mac', 'PC']"
Daytona USA,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14206/1152989-d3.jpg,['Dreamcast']
Elvira: The Arcade Game,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/872184-elvira_the_arcade_game.gif,"['Amiga', 'Atari ST', 'Commodore 64', 'PC']"
Kingdom Under Fire: The Crusaders,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2276008-box_kuftc.png,"['Xbox', 'PC']"
Ultima VII: The Black Gate,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/14/149200/2373798-ultima_vii_the_black_gate.jpg,"['Super Nintendo Entertainment System', 'Mac', 'PC']"
Commander Keen 2: The Earth Explodes,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/2352/219498-ss_ck201.gif,['PC']
X-Men: The Official Game,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2280540-box_xmentog.png,"['Game Boy Advance', 'PlayStation 2', 'Xbox 360', 'GameCube', 'Xbox', 'Nintendo DS', 'Xbox 360 Games Store', 'PC']"
Harpoon,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/12/127673/1997248-harpoon_amiga.jpg,"['Amiga', 'Mac', 'PC', 'NEC PC-9801']"
Super Thunder Blade,1988,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/20737/762396-super_thunder_blade.jpg,"['Genesis', 'Wii Shop', 'PC']"
The Black Mirror,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/35156/1051468-_front.jpg,['PC']
The Revenge of Shinobi,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2412948-box_trosgen.png,"['Genesis', 'Wii Shop', 'PlayStation Network (PS3)', 'PC', 'iPhone', 'iPad', 'Android']"
Fireworks Extravaganza,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1822331-fire.jpg,['PC']
David Douillet Judo,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9848/1455967-1143938515_2.jpg,"['PlayStation 2', 'GameCube', 'Xbox', 'PC']"
Contraption Zack,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/725331-24110_boxshot_1.jpg,"['Amiga', 'PC']"
Natural Selection,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3948/1038498-136101ss_sm2.jpg,['PC']
Street Fighter II: The World Warrior,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2768048-box_sf2ww.jpg,"['Amiga', 'Game Boy', 'Super Nintendo Entertainment System', 'Amstrad CPC', 'Atari ST', 'Commodore 64', 'ZX Spectrum', 'Arcade', 'Wii Shop', 'PC', 'Wii U']"
QuadroX-2,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Friday Night 3D Pool,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Toon-Doku,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1801071-toon.jpg,['Nintendo DS']
Metal & Lace: The Battle of the Robo Babes,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15568/613888-dos_front.jpg,"['PC', 'FM Towns', 'NEC PC-9801']"
Command & Conquer: Red Alert,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/2130/637220-ra.jpg,"['PlayStation', 'PC']"
SimEarth: The Living Planet,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7622/643393-simearth.jpg,"['Amiga', 'Super Nintendo Entertainment System', 'Atari ST', 'Mac', 'Sega CD', 'TurboGrafx-CD', 'TurboGrafx-16', 'Wii Shop', 'PC', 'Sharp X68000', 'FM Towns']"
LEGO Star Wars: The Video Game,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2284688-box_legosw.png,"['Game Boy Advance', 'Mac', 'PlayStation 2', 'GameCube', 'Xbox', 'PC']"
Tokyo Xtreme Racer Zero,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2213191-box_txrz.png,['PlayStation 2']
Mountain Bike Racer,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8273/678267-1121801127_05.png,"['Commodore 64', 'MSX', 'ZX Spectrum', 'Atari 8-bit']"
Moero! Nekketsu Rhythm Damashii Osu! Tatakae! Ouendan 2,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/112/705760-front.jpg,['Nintendo DS']
Tales of Phantasia,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1837514-box_top.png,"['Game Boy Advance', 'Super Nintendo Entertainment System']"
Milo,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7465/1731403-screen_shot_2011_03_13_at_6.05.28_pm.png,['PC']
The Hound of Shadow,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/32/320697/2900394-the_hound_of_shadow.jpg,"['Amiga', 'Atari ST', 'PC']"
Shengnü zhi Ge: Heroine Anthem: The Elect of Wassernixe,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/97089/1461672-ah_cover_1.jpg,['PC']
Grandia III,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2080536-box_grandia3.png,['PlayStation 2']
Stubbs the Zombie in Rebel Without a Pulse,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2543573-box_stz.png,"['Mac', 'Xbox', 'Xbox 360 Games Store', 'PC']"
Z.A.R.,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/28508/1831792-zar_cover.jpg,['PC']
The Dam Busters,1984,https://giantbomb1.cbsistatic.com/uploads/scale_small/7/73970/2725544-dam_busters%2Cthe_cpc_1_1.jpg,"['Amstrad CPC', 'Apple II', 'Commodore 64', 'MSX', 'ZX Spectrum', 'ColecoVision', 'PC', 'BBC Micro', 'NEC PC-9801']"
Bishoujo Senshi Sailor Moon S: Kurukkurin,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/23093/2835757-9361794462-42232.jpg,['Super Nintendo Entertainment System']
CSI: Crime Scene Investigation - Hard Evidence,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2285638-box_csihe.png,"['Mac', 'Xbox 360', 'Wii', 'PC']"
Golden Sun,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/82063/2621230-goldensunbox.jpg,"['Game Boy Advance', 'Wii U']"
Odama,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/82063/2601509-odamaclean.jpg,['GameCube']
Tom Clancy's Ghost Recon: Advanced Warfighter 2,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1783139-box_graw2.png,"['PlayStation Portable', 'Xbox 360', 'PlayStation 3', 'PC']"
Fantasy Zone: The Maze,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/500/876625-fantasyzonethemaze.jpg,"['Sega Master System', 'Arcade']"
Gaelic Games: Football 2,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14452/783251-gaelic_games_football_2_box_art.jpg,['PlayStation 2']
Alchemist Marie & Elie: Futari no Atelier,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2112907-cover.png,['WonderSwan Color']
The Flintstones: The Rescue of Dino & Hoppy,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2361741-nes_flintstonestherescueofdinoandhoppy.jpg,['Nintendo Entertainment System']
GT Legends,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/29460/893200-250px_gt_legends_video_game_pc_cover_scan.jpg,['PC']
Pinky and the Brain: The Master Plan,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2280497-box_patbtmp.png,['Game Boy Advance']
Brunswick Circuit Pro Bowling,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/233/334993-us_boxfrunt.jpg,"['PlayStation', 'Nintendo 64', 'PC']"
Wonder Momo,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/238/553376-momo_cover.png,"['PlayStation', 'TurboGrafx-16', 'Arcade', 'Wii Shop']"
Frozzic's Revenge,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/6182/2091685-frozzic2.png,['PC']
4D Sports Boxing,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/721610-7025_boxshot_4d_sports_boxing.jpg,"['Amiga', 'Atari ST', 'Mac', 'PC', 'FM Towns', 'NEC PC-9801']"
Rockman Complete Works: Rockman,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2391758-rockman_collection_box.jpg,['PlayStation']
Hoyle Official Book of Games: Volume 1,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/1103738-hoyles_book_of_games_volume_1.gif,"['Amiga', 'Atari ST', 'Mac', 'PC']"
NASCAR 2005: Chase for the Cup,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2210265-box_nascar05.png,"['PlayStation 2', 'GameCube', 'Xbox']"
F355 Challenge: Passione Rossa,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/14036/775259-f355_cover.jpg,"['PlayStation 2', 'Dreamcast', 'Arcade']"
Night City,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['MSX']
Alien Outbreak,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Speedball 2: Brutal Deluxe,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2374522-genesis_speedball2_pal.jpg,"['Amiga', 'Game Boy', 'Game Boy Advance', 'Genesis', 'Sega Master System', 'Atari ST', 'Commodore 64', 'Amiga CD32', 'Xbox 360 Games Store', 'PlayStation Network (PS3)', 'PC', 'Acorn Archimedes']"
Vampire Killer,1986,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/8273/656153-vampire_killer_msx.jpg,"['MSX', 'Wii U']"
Legends of Valour,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/2942/1123896-legends_of_valour_coverart.png,"['Amiga', 'Atari ST', 'PC', 'FM Towns']"
Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3564/636116-untitled_3.png,['Super Nintendo Entertainment System']
Summon Night: Swordcraft Story,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2478692-box_snss.png,['Game Boy Advance']
The Legend of Kyrandia,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/9408/721053-7037_boxshot_legend_of_kyrandia.jpg,"['Amiga', 'Mac', 'PC', 'FM Towns']"
SeaBlade,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2972454-box_sb.png,['Xbox']
African Raiders-01,1989,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/659647-african_raiders.gif,"['Amiga', 'Atari ST', 'PC']"
Dare to Dream,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1792/817072-daretodream_titlescreen.png,['PC']
Nekketsu! Beach Volley da yo Kunio-kun,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4879/487021-569845_7668_front.jpg,['Game Boy']
webRIOT,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Petka and VICH Save the Galaxy,1998,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,['PC']
Gangsters 2,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/81005/2710928-6977951120-Gangs.jpg,['PC']
Atomic Robo-Kid,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/699482-ark_f.jpg,"['Amiga', 'Genesis', 'Atari ST', 'Commodore 64', 'Arcade', 'Sharp X68000', 'Nintendo Switch']"
B-17 Bomber,1982,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2348418-b17.png,"['Intellivision', 'PC']"
Sqoon,1986,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/1039159-587640_39784_front.jpg,['Nintendo Entertainment System']
NASCAR Rumble,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2210277-box_nascarr.png,['PlayStation']
Donkey Kong,1981,https://giantbomb1.cbsistatic.com/uploads/scale_small/6/66248/1696148-dk.jpg,"['Game Boy Advance', 'Amstrad CPC', 'Apple II', 'Commodore 64', 'MSX', 'ZX Spectrum', 'Nintendo Entertainment System', 'Atari 8-bit', 'VIC-20', 'Atari 2600', 'ColecoVision', 'TI-99/4A', 'Intellivision', 'Atari 7800', 'Arcade', 'Wii Shop', 'Famicom Disk System', 'PC', 'Nintendo 3DS eShop', 'Wii U', 'Nintendo Switch']"
Assault City,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/37448/1397778-assault_city_cover.jpg,['Sega Master System']
Dungeons & Dragons: Warriors of the Eternal Sun,1992,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/93770/2370506-genesis_dungeonsanddragonswarriorsoftheeternalsun.jpg,['Genesis']
Hell Cab,1993,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/6518/414630-hellcab_bf.jpg,"['Mac', 'PC']"
Nakoruru: Anohito kara no Okurimono,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4647/1018111-567353_7816_front.jpg,"['Dreamcast', 'PC']"
Rendezvous with a Stranger Girl,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/2841713-rwsg.jpg,['PC']
Disney's Bonkers: Wax Up!,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/5822/406537-bwu.jpg,"['Game Gear', 'Sega Master System']"
Espial,1983,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/3102842-5585651325-33930.jpg,"['Commodore 64', 'Atari 8-bit', 'Atari 2600', 'TI-99/4A', 'Arcade']"
Who Wants To Be A Millionaire,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2210286-box_wwtbam.png,"['PlayStation', 'Game Boy Color', 'PC']"
Duke Nukem 3D: Plutonium Pak,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/18/187788/2862719-8695455074-heade.jpg,['PC']
Special Delivery: Santa's Christmas Chaos,1984,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/165036/2962512-cover%20santa.jpg,"['Commodore 64', 'ZX Spectrum', 'Atari 8-bit']"
Race 07: The Official WTCC Game,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/6/60173/1472374-images.jpg,['PC']
Tecmo Classic Arcade,2005,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/10831/496474-928595_67968_front.jpg,['Xbox']
The Fish Fillets II,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/81005/1622032-v_1659_fillets2_2006_05_03_screen5.jpg,['PC']
Athena: Awakening from the Ordinary Life,1999,https://giantbomb1.cbsistatic.com/uploads/scale_small/9/97089/2333242-untitled.png,"['PlayStation', 'PlayStation Network (PS3)', 'PlayStation Network (PSP)']"
Bloodwych: Data Disks Vol. 1,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Amiga', 'Atari ST']"
Baseball Advance,2002,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2867272-9367231117-16429.jpg,['Game Boy Advance']
MissionForce: Cyberstorm,1996,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15693/1393596-earthsiege_3_cyberstorm_1_a.jpg,['PC']
Kikstart: Off-Road Simulator,1985,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/7900/329102-579453_20841_front.jpg,"['Commodore 64', 'ZX Spectrum', 'Atari 8-bit', 'Commodore 128']"
Tomb Raider II,1997,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1810971-box_traider2.png,"['Mac', 'PlayStation', 'PC', 'iPhone', 'iPad', 'Android']"
Crazy Kickers,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/1836737-ck.jpg,['PC']
Gravitation,2008,https://giantbomb1.cbsistatic.com/uploads/scale_small/10/103881/1759894-gravitation1.jpg,"['Mac', 'PC']"
Fallacy of Dawn,2001,https://giantbomb1.cbsistatic.com/uploads/scale_small/11/110673/3026329-gb_default-16_9.jpg,"['Mac', 'PC', 'Linux']"
Rome: Total War - Alexander,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/2/23808/1094287-2893_1.jpg,['PC']
Blind People Simulator,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/81005/2875065-bps.jpg,"['Amiga', 'PC', 'Browser']"
Wanted: Monty Mole,1984,https://giantbomb1.cbsistatic.com/uploads/scale_small/16/164924/2814874-3763601658-Wante.jpg,"['Commodore 64', 'ZX Spectrum']"
Super Jazz Man,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/4527/1761183-1.png,['PC']
Hammer of the Gods,1994,https://giantbomb1.cbsistatic.com/uploads/scale_small/5/58746/1703005-g00978t7k1t.jpg,['PC']
American Gladiators,1991,https://giantbomb1.cbsistatic.com/uploads/scale_small/1/15405/832151-american_gladiators_coverart.png,"['Amiga', 'Genesis', 'Super Nintendo Entertainment System', 'Nintendo Entertainment System', 'PC']"
Kampf dem Terror,2006,https://giantbomb1.cbsistatic.com/uploads/scale_small/3/30196/1816509-terror.jpg,['PC']
King Neptune's Adventure,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3413/218795-king_neptunes_adventure.jpg,['Nintendo Entertainment System']
Gargoyles,1995,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2980933-box_garg.png,['Genesis']
Space Fury,1981,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/26/1315675-spacefurymarquee.jpg,"['ColecoVision', 'Arcade']"
Crash Bandicoot 2: N-Tranced,2003,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1803618-box_crashb2nt.png,['Game Boy Advance']
Burnout 3: Takedown,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1793279-box_bout3t.png,"['PlayStation 2', 'Xbox', 'Xbox 360 Games Store']"
The Tuttles Madcap Misadventures,2007,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1582/523085-thetuttles_3.jpg,"['Mac', 'PC']"
Exterminator,1990,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/1987/874833-exterminator.gif,"['Amiga', 'Amstrad CPC', 'Atari ST', 'Commodore 64', 'ZX Spectrum', 'PC']"
Bomberman Jetters,2004,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/1840753-box_bmanjet.png,"['PlayStation 2', 'GameCube']"
FantaVision,2000,https://giantbomb1.cbsistatic.com/uploads/scale_small/8/87790/2117035-box_fvision.png,"['PlayStation 2', 'PlayStation 4']"
Mystery Quest,1987,https://giantbomb1.cbsistatic.com/uploads/scale_small/0/3413/221775-mystery_quest.jpg,"['Super Nintendo Entertainment System', 'Nintendo Entertainment System', 'Famicom Disk System']"
